"","number","Assignees","City","Country","date","year"
"2331","9,783,442","Ovivo Inc.","Montreal"," CA","September 25",2015
"2332","9,783,442","The University of Akron ","Akron"," OH","September 25",2015
"2333","10,150,687","Ovivo Inc.","Montreal"," CA","March 2",2017
"2334","9,896,361","OVIVO INC ","Montreal"," CA","September 24",2015
"2335","9,695,077","Ovivo Inc.","Montreal QC"," CA","September 18",2015
"2336","9,427,469","ORTHO REGENERATIVE TECHNOLOGIES INC.","Quebec"," CA","November 19",2010
"2337","10,066,229","OTONOMY, INC.","San Diego"," CA","July 28",2016
"2338","9,540,365","OSTEOQC INC.","Montreal"," Quebec, CA","March 14",2014
"2339","9,945,009","ORBITE TECHNOLOGIES INC.","ST-Laurent"," CA","January 22",2016
"2340","9,534,274","ORBITE TECHNOLOGIES INC.","St-Laurent"," CA","November 14",2013
"2341","8,435,954","Valorisation-Recherche, Limited Partnership ","Montreal"," CA","June 18",2008
"2342","8,435,954","Valorisation HSJ, Limited Partnership ","Montreal"," CA","June 18",2008
"2343","8,974,795","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," CA","April 21",2011
"2344","8,658,135","National Research Council of Canada ","Ottawa"," Ontario, CA","September 17",2009
"2345","9,598,409","Neomed Institute ","Montreal"," Quebec, CA","January 31",2014
"2346","9,814,725","NEOMED INSTITUTE ","Montreal"," Quebec, CA","February 2",2017
"2347","9,993,525","THE ROYAL INSTITUTION FOR THE ADVANCEMENT OF LEARNING ","Montreal"," QC, unknown","February 28",2012
"2348","9,993,525","MCGILL UNIVERSITY ","Montreal"," QC, unknown","February 28",2012
"2349","9,941,538","National Research Council of Canada ","Ottawa"," Ontario, unknown","December 7",2016
"2350","10,030,209","NATIONAL RESEARCH COUNCIL OF CANADA ","Ottawa"," CA","September 12",2014
"2351","10,112,998","National Research Council of Canada ","Ottawa"," CA","December 4",2014
"2352","10,106,614","National Research Council of Canada ","Ottawa"," CA","December 4",2014
"2353","10,100,117","National Research Council of Canada ","Ottawa"," CA","December 4",2014
"2354","9,353,382","National Research Council of Canada ","Ottawa"," CA","October 31",2013
"2355","8,734,760","National Research Coucil of Canada ","Ottawa"," Ontario, CA","October 18",2012
"2356","8,574,548","National Research Council of Canada ","Ottawa"," Ontario, CA","October 18",2012
"2357","9,725,568","National Research Council of Canada ","Ottawa"," Ontario, unknown","December 19",2012
"2358","9,543,607","National Research Council of Canada ","Ottawa"," Ontario, CA","February 24",2014
"2359","10,221,294","NanoXplore Inc.","Montreal"," CA","January 23",2018
"2360","8,598,168","MethylGene Inc.","Montreal"," CA","April 5",2007
"2361","8,835,345","The Royal Institution for the Advancement of Learning/McGill University ","Montreal"," CA","July 25",2012
"2362","8,629,247","Proscan RX Pharma Inc.","Montreal"," Quebec, CA","April 14",2010
"2363","10,125,165","MIMETOGEN PHARMACEUTICALS, INC.","Montreal"," Quebec, CA","July 8",2016
"2364","9,707,267","Mimetogen Pharmaceuticals, Inc.","Montreal"," Quebec, CA","September 18",2015
"2365","9,156,882","MIMETOGEN PHARMACEUTICALS, INC.","Montreal"," Quebec, CA","May 29",2014
"2366","9,115,179","Mimetogen Pharmaceuticals Inc.","Montreal"," Quebec, CA","June 7",2013
"2367","8,580,995","TaiMed Biologics, Inc.","Taipei"," TW","June 19",2008
"2368","10,059,660","Millendo Therapeutics, Inc ","Ann Arbor"," MI","December 6",2016
"2369","10,010,524","Milestone Pharmaceuticals Inc.","Saint-Laurent"," Quebec, CA","July 20",2017
"2370","10,010,523","Milestone Pharmaceuticals Inc.","Saint-Laurent"," Quebec, CA","July 18",2017
"2371","10,010,522","Milestone Pharmaceuticals Inc.","Saint-Laurent"," Quebec, CA","July 18",2017
"2372","9,737,503","Milestone Pharmaceuticals Inc.","Saint-Laurent"," Quebec, CA","September 12",2016
"2373","9,463,179","Milestone Pharmaceuticals Inc.","Saint-Laurent"," Quebec, CA","November 23",2015
"2374","9,227,918","Milestone Pharmaceuticals ","Saint-Laurent"," Quebec, CA","June 16",2014
"2375","8,512,899","Hydro-Quebec ","CA","CA","May 9",2008
"2376","8,737,039","ACEP Inc.","Montreal"," CA","February 7",2011
"2377","8,737,039","Centre National de la Recherche Scientifique ","Paris"," FR","February 7",2011
"2378","8,737,039","Universite de Montreal ","Montreal"," CA","February 7",2011
"2379","8,647,780","Acep Inc.","CA","CA","March 7",2011
"2380","8,697,824","Hydro Quebec ","CA","CA","June 26",2008
"2381","9,018,378","Methylgene Inc.","Montreal"," CA","July 19",2013
"2382","8,846,927","MethylGene Inc.","Montreal"," CA","February 14",2013
"2383","9,328,138","MSD Italia S.R.L.","Rome"," IT","November 9",2012
"2384","9,328,138","Merck Sharp & Dohme Corp.","Rahway"," NJ","November 9",2012
"2385","8,987,195","Merck Sharp & Dohme Corp.","Rahway"," NJ","August 6",2013
"2386","8,987,195","Merck Canada Inc.","Kirkland"," Quebec, CA","August 6",2013
"2387","9,737,545","Merck Sharp & Dohme Corp.","Rahway"," NJ","December 17",2014
"2388","9,737,545","Merck Canada Inc.","Kirkland"," Quebec, CA","December 17",2014
"2389","8,772,336","Merck Frosst Canada Ltd.","Kirkland"," Quebec, CA","October 11",2012
"2390","8,772,336","Axys Pharmaceuticals, Inc.","South San Francisco"," CA","October 11",2012
"2391","9,073,106","INSTITUT NATIONAL DE LA RECHERCHE SCIENTIFIQUE ","Quebec"," Quebec, CA","October 2",2008
"2392","9,243,190","ME RESOURCE CORP ","Vancouver"," CA","November 4",2014
"2393","8,697,761","Phoenix Innovation Technology Inc.","Westmount"," QC, CA","March 15",2011
"2394","9,738,569","Enerkem, Inc.","Montreal"," Quebec, CA","October 5",2015
"2395","9,150,488","Enerkem, Inc.","Montreal"," Quebec, CA","May 15",2013
"2396","8,927,762","Enerkem, Inc.","Montreal"," Quebec, CA","November 6",2012
"2397","8,729,268","MethylGene Inc.","Montreal"," CA","February 27",2009
"2398","8,759,522","Methylgene Inc.","Montreal"," CA","December 9",2010
"2399","8,673,911","MethylGene Inc.","Montreal"," CA","November 3",2008
"2400","8,501,727","Milestone Pharmaceuticals Inc.","Montreal"," Quebec, CA","August 20",2009
"2401","9,371,285","VAL-CHUM, LIMITED PARTNERSHIP ","Montreal"," CA","July 31",2012
"2402","9,115,046","Enerkem, Inc.","Montreal"," Quebec, CA","December 11",2012
"2403","9,364,539","Los Angeles Biomedical Research Institute at Harbor-UCLA Medical Center ","Torrance"," CA","September 23",2013
"2404","8,633,235","Neomed Institute ","Montreal"," Quebec, CA","September 24",2004
"2405","8,668,842","Clariant ","Canada","Canada","December 17",2010
"2406","8,668,842"," Inc.","CA","CA","December 17",2010
"2407","9,403,889","Integrated Diagnostics, Inc.","Seattle"," WA","November 29",2011
"2408","8,900,706","National Research Council of Canada ","Ottawa"," Ontario, CA","March 15",2010
"2409","9,339,535","FOLIA BIOTECH, INC.","Quebec"," CA","December 13",2011
"2410","8,546,422","Merck Canada Inc.","Kirkland"," Quebec, CA","September 17",2009
"2411","9,284,318","Pharmascience, Inc.","Montreal"," CA","April 3",2012
"2412","9,624,239","Pharmascience Inc.","Montreal"," Quebec, CA","April 3",2012
"2413","9,284,350","Pharmascience Inc.","Montreal"," Quebec, CA","February 11",2011
"2414","8,648,094","Pharmascience, Inc.","Montreal"," Quebec, CA","March 21",2012
"2415","9,243,182","American Air Liquide Inc.","Fremont"," CA","August 21",2012
"2416","9,243,182","Air Liquide Canada, Inc.","Montreal"," Quebec, CA","August 21",2012
"2417","8,641,897","8452059 Canada Inc.","Montreal"," Quebec, CA","May 14",2010
"2418","9,540,241","Enerkem, Inc.","Montreal"," Quebec, CA","April 16",2015
"2419","8,501,929","Biochrom Pharma Inc.","Westmount"," Quebec, CA","August 18",2008
"2420","9,051,248","BHI Limited Partnership ","Laval"," CA","August 6",2010
"2421","8,748,656","BHI Limited Partnership ","Laval"," Quebec, CA","October 12",2007
"2422","9,233,913","Kong; Xianqi ","Dollard-des-Ormeaux"," QC, CA","September 6",2013
"2423","9,636,363","Kiadis Pharma Canada Inc.","Saint Lambert"," QC, CA","January 28",2013
"2424","8,835,641","University of Ottawa ","Ottawa"," CA","July 19",2011
"2425","9,871,245","Johnson Matthey Public Limited Company ","London"," GB","May 28",2013
"2426","9,871,245","Universite de Montreal ","Montreal"," Quebec, CA","May 28",2013
"2427","9,871,245","La Corporation de L'Ecole Polytechnique de Montreal ","Montreal"," Quebec, CA","May 28",2013
"2428","9,764,277","Enerkem, Inc.","Montreal"," Quebec, CA","September 19",2013
"2429","9,150,846","biOasis Technologies, Inc.","Richmond"," CA","July 5",2012
"2430","8,575,113","Pharmascience Inc.","Montreal"," Quebec, CA","June 28",2010
"2431","8,497,292","Translational Therapeutics, Inc.","Arlington"," MA","June 27",2008
"2432","9,074,355","REVEECO INC.","Montreal"," CA","June 5",2009
"2433","9,221,864","Isis Pharmaceuticals, Inc.","Carlsbad"," CA","March 20",2013
"2434","8,569,503","MethylGene Inc.","Montreal"," CA","December 20",2011
"2435","9,091,651","Integrated Diagnostics, Inc.","Seattle"," WA","December 21",2012
"2436","9,045,875","INKASTRANS ","CANADA","CANADA","February 6",2013
"2437","9,045,875"," LTD.","Toronto"," CA","February 6",2013
"2438","10,193,145","HYDRO-QUEBEC ","Montreal"," Quebec, CA","June 30",2016
"2439","10,193,145","MURATA MANUFACTURING CO.","Kyoto"," JP","June 30",2016
"2440","9,825,292","HYDRO-QUEBEC ","Montreal"," Quebec, CA","October 10",2013
"2441","9,825,292","MCGILL UNIVERSITY ","Montreal"," Quebec, CA","October 10",2013
"2442","9,249,353","HYDRO-QUEBEC ","Montreal"," Quebec, CA","September 19",2012
"2443","9,249,353","FRAUNHOFER GESELLSCHAFT ZUR FOERDERUNG DER ANGEWANDTEN FORSCHUNG E.V.","Munich"," DE","September 19",2012
"2444","9,249,353","CONSORZIO INTERUNIVERSITARIO NAZIONALE PER LA SCIENZA E TECNOLOGIA DEI MATERIALI INSTM ","Florence"," IT","September 19",2012
"2445","9,249,353","UNIVERSITA DEGLI STUDI DI MILANO-BICOCCA ","Milan"," IT","September 19",2012
"2446","10,144,674","HYDRO-QUEBEC ","Montreal"," Quebec, CA","July 24",2015
"2447","9,508,983","HYDRO-QUEBEC ","Montreal"," Quebec, CA","November 5",2015
"2448","10,106,758","HYDRO-QUEBEC ","Montreal"," Quebec, CA","March 31",2015
"2449","9,837,662","HYDRO-QUEBEC ","Montreal"," Quebec, CA","July 18",2016
"2450","9,768,441","HYDRO-QUEBEC ","Montreal"," Quebec, CA","September 8",2014
"2451","9,559,356","HYDRO-QUEBEC ","Montreal"," Quebec, CA","August 18",2014
"2452","9,394,205","HYDRO-QUEBEC ","Montreal"," Quebec, CA","June 27",2014
"2453","9,969,757","HYDRO-QUEBEC ","Montreal"," CA","April 5",2013
"2454","9,559,355","Hydro-Quebec ","Montreal"," Quebec, CA","September 19",2012
"2455","8,765,261","Hydro-Quebec ","Montreal"," Quebec, CA","April 5",2013
"2456","8,754,138","Hydro-Quebec ","CA","CA","June 24",2013
"2457","9,412,999","HYDRO-QUEBEC ","Montreal"," Quebec, CA","October 8",2015
"2458","9,184,437","HYDRO-QUEBEC ","Montreal"," Quebec, CA","April 5",2013
"2459","10,189,991","Polymics, LTD ","State College"," PA","October 30",2009
"2460","9,371,297","Ocera Therapeutics, Inc.","Palo Alto"," CA","February 8",2008
"2461","8,642,270","Hopital Sainte-Justine ","Montreal"," CA","December 24",2012
"2462","9,909,178","Hoffmann-La Roche Inc.","Little Falls"," NJ","September 23",2015
"2463","9,260,633","CONCORDIA UNIVERSITY ","Montreal"," CA","January 12",2011
"2464","8,354,419","Vertex Pharmaceuticals Incorporated ","Cambridge"," MA","July 16",2010
"2465","10,161,153","Hayward Industries, Inc.","Elizabeth"," NJ","May 11",2017
"2466","8,501,896","HT Materials Corporation ","Clifton Park"," NY","September 26",2007
"2467","9,011,899","Sernova Corporation ","London"," Ontario, CA","August 27",2010
"2468","9,889,421","BRAV METAL TECHNOLOGIES INC.","Montreal"," Quebec, CA","February 4",2011
"2469","9,751,969","CELLUFORCE INC.","Montreal"," QC, CA","September 12",2012
"2470","8,383,672","Kiadis Pharma Canada Inc.","Amsterdam"," NL","June 9",2011
"2471","8,513,294","Osta Biotechnologies ","Dollard-des-Ormeaux"," CA","January 13",2011
"2472","8,513,294","Queens University at Kingston ","Kingston"," CA","January 13",2011
"2473","8,513,294","The Sir Mortimer B.","Montreal"," CA","January 13",2011
"2474","8,846,636","LCB Pharma Inc.","Montreal"," Quebec, CA","March 18",2009
"2475","8,361,988","Institut de Recherches Cliniques de Montreal ","Montreal"," Quebec, CA","January 17",2008
"2476","9,444,092","HYDRO-QUEBEC ","Montreal"," Quebec, CA","October 2",2009
"2477","9,312,537","HYDRO-QUEBEC ","Montreal"," CA","September 14",2012
"2478","8,546,074","Massachusetts Institute of Technology ","Cambridge"," MA","June 14",2012
"2479","8,546,074","Whitehead Institute for Biomedical Research ","Cambridge"," MA","June 14",2012
"2480","9,890,046","Group NanoXplore Inc.","Montreal"," QC, CA","January 24",2017
"2481","9,586,825","Group NanoXplore Inc.","Montreal"," CA","May 24",2016
"2482","9,469,542","Group NanoXplore Inc.","Montreal"," QC, CA","December 22",2015
"2483","9,988,428","GRIFFON PHARMACEUTICALS INC.","Montreal"," QC, unknown","April 18",2017
"2484","8,993,577","Astrazeneca AB ","Sodertalje"," SE","February 19",2010
"2485","9,636,387","Governing Council of the University of Toronto ","Toronto"," CA","August 18",2014
"2486","8,791,163","McGill University ","Montreal"," CA","January 12",2007
"2487","8,791,163","Universita Degli Studi di Parma ","Parma"," IT","January 12",2007
"2488","8,791,163","Universita Degli Studi di Milano ","Milan"," IT","January 12",2007
"2489","8,791,163","Universita Degli Studi di Urbino ","Urbino"," IT","January 12",2007
"2490","9,325,026","GM Global Technology Operations LLC ","Detroit"," MI","March 28",2013
"2491","9,975,905","Gladius Pharmaceuticals Corporation ","Montreal"," Quebec, CA","March 12",2014
"2492","9,862,729","GLADIUS PHARMACEUTICALS CORPORATION ","Montreal"," Quebec, CA","August 25",2016
"2493","9,453,032","GLADIUS PHARMACEUTICALS CORPORATION ","Montreal"," Quebec, CA","September 19",2014
"2494","10,239,890","Gladius Pharmaceuticals Corporation ","Montreal"," Quebec, CA","May 29",2018
"2495","10,000,509","Gladius Pharmaceuticals Corporation ","Montreal"," Quebec, CA","November 9",2017
"2496","9,809,605","GLADIUS PHARMACEUTICALS CORPORATION ","Montreal"," Quebec, CA","July 21",2017
"2497","8,530,621","The Regents of the University of California ","Oakland"," CA","January 14",2008
"2498","8,641,931","Alliance for Sustainable Energy, LLC ","Golden"," CO","June 8",2012
"2499","8,759,400","MethylGene Inc.","Montreal"," CA","December 19",2006
"2500","9,527,772","LAFARGE ","Paris"," FR","January 10",2011
"2501","9,539,752","General Dynamics Ordnance and Tactical Systems--Canada Valleyfield, Inc.","Salaberry-de-Valleyfield"," CA","January 29",2014
"2502","8,551,951","Aenorasis SA Pharmaceuticals and Medical Devices ","Athens"," GR","January 22",2010
"2503","9,046,527","Universite De Montreal ","Montreal"," CA","January 12",2012
"2504","9,114,118","PROMETIC BIOSCIENCES INC.","Quebec"," CA","October 26",2011
"2505","9,505,852","RIVAL, SOCIETE EN COMMANDITE ","Montreal"," CA","June 13",2012
"2506","9,464,030","BIOAMBER INC.","Montreal"," CA","August 30",2011
"2507","8,354,445","MethylGene Inc.","Montreal"," CA","May 11",2011
"2508","8,415,309","Biota Scientific Managment Pty Ltd ","Notting Hill"," AT","January 11",2012
"2509","8,501,699","Biota Scientific Management Pty Ltd ","AU","AU","September 7",2012
"2510","9,610,379","FPINNOVATIONS ","St-Jean"," Pointe-Claire, Quebec, CA","January 22",2016
"2511","9,394,481","FPINNOVATIONS ","St-Jean"," Pointe-Claire, Quebec, CA","July 31",2013
"2512","10,011,528","FPINNOVATIONS ","Pointe-Claire"," CA","October 6",2015
"2513","10,087,291","FPInnovations ","Pointe-Claire"," QC, CA","March 18",2015
"2514","9,193,749","Forum Pharmaceuticals, Inc.","Waltham"," MA","February 14",2013
"2515","9,193,749","MethylGene, Inc.","Montreal"," Quebec, CA","February 14",2013
"2516","8,628,738","Rio Tinto Alcan International Limited ","Montreal"," Quebec, CA","July 29",2009
"2517","8,529,972","Eau Matelo Inc.","Montreal"," CA","August 31",2010
"2518","8,758,771","The University of British Columbia (Vancouver, B.C.","Vancouver"," B.C., CA","October 29",2004
"2519","8,758,771","Universidad Nacional Autonoma de Mexico (Mexico, D.F.","Mexico"," D.F., MM","October 29",2004
"2520","8,841,362","Polyvalor, Limited Partnership ","Montreal"," CA","April 28",2006
"2521","8,946,160","Oral Delivery Technology Ltd.","Montreal"," Quebec, CA","October 26",2011
"2522","8,883,844","Nitrogenix Inc.","VG","VG","September 22",2011
"2523","9,381,194","Amicus Therapeutics, Inc.","Cranbury"," NJ","August 3",2009
"2524","8,623,372","Valorisation-Recherche, Societe En commandite ","Quebec"," CA","March 26",2010
"2525","9,315,499","Boehringer Ingelheim International GmbH ","Ingelheim am Rhein"," DE","April 3",2013
"2526","9,249,158","Boehringer Ingelheim International GmbH ","Ingelheim am Rhein"," DE","April 3",2013
"2527","9,637,410","EUROKERA S.N.C.","Chateau Thierry"," FR","December 18",2013
"2528","9,850,323","ENGENE, INC.","Montreal"," CA","April 30",2014
"2529","9,623,112","ENGENE, INC.","Montreal"," QC, unknown","March 15",2013
"2530","9,585,916","ENGENE, INC.","Montreal"," QC, unknown","March 15",2013
"2531","9,487,474","Elkimia, Inc.","Rosemere"," Quebec, CA","May 31",2013
"2532","9,482,022","EJA&A HOLDINGS INC.","Montreal"," CA","March 4",2013
"2533","8,637,315","National Research Council of Canada ","Ottawa"," Ontario, CA","March 9",2009
"2534","8,551,774","National Research Council of Canada ","Ottawa"," Ontario, CA","March 17",2006
"2535","9,062,123","PLUMOSCIENCE INC.","Montreal"," CA","July 7",2011
"2536","8,703,098","Institut de Cardiologie de Montreal ","Montreal"," CA","May 24",2005
