number,Assignees,City,Country,date,year
"6,946,526",Bayer Inc.,Sarnia, CA,       January 28,2003
"6,844,411",Bayer Inc.,Sarnia, CA,       October 21,2003
"6,841,642",Bayer Inc.,Sarnia, CA,       May 23,2003
"6,828,385",Bayer Inc.,Sarnia, CA,       October 8,2002
"6,780,939",Bayer Inc.,Sarnia, CA,       June 10,2002
"6,737,476",Bayer Inc.,Sarnia, CA,       January 28,2002
"6,737,461",Bayer Inc.,Sarnia, CA,       February 26,2002
"6,706,804",Bayer Inc.,Sarnia, CA,       January 13,2003
"6,683,136",Bayer Inc.,Sarnia, CA,       December 19,2001
"6,673,881",Bayer Inc.,Sarnia, CA,       June 10,2002
"6,646,059",Bayer Inc.,Sarnia, CA,       November 2,2001
"6,630,553",Bayer Inc.,Sarnia, CA,       December 19,2001
"6,602,962",Bayer Inc.,Sarnia, CA,       December 19,2001
"6,451,902",Bayer Inc.,Sarnia, CA,       March 20,2001
"6,407,153",Bayer Inc.,Sarnia, CA,       March 16,2000
"6,403,747",Bayer Inc.,Sarnia, CA,       October 21,1999
"6,380,291",Bayer Inc.,Sarnia, CA,       September 28,1999
"6,214,922",Bayer Inc.,Sarnia, CA,       March 3,1999
"6,174,991",Bayer Inc.,Sarnia, CA,       June 29,1999
"5,693,712",Bayer Inc.,Sarnia, CA,       November 29,1995
"7,005,467",Bayer Inc.,Sarina, CA,       January 30,2003
"7,365,082",Bayer CropScience AG ,Monheim, DE,       December 8,2003
"7,300,946",Bayer CropScience AG ,Monheim, DE,       December 8,2003
"7,169,937",Bayer Aktiengesellschaft ,Leverkusen, DE,       September 15,2003
"5,220,045",Bayer Aktiengesellschaft ,Leverkusen, DE,       April 27,1992
"6,677,421",Bayer Aktiengesellschaft ,Leverkusen, DE,       August 16,2002
"6,384,162",Bayer Aktiengesellschaft ,Leverkusen, DE,       December 15,2000
"6,350,833",Bayer Aktiengesellschaft ,Leverkusen, DE,       April 20,2000
"6,677,372",Bayer Aktiengesellschaft ,Leverkusen, DE,       May 24,2002
"6,399,657",Bayer Aktiengesellschaft ,Leverkusen, DE,       May 21,1999
"5,691,359",Bayer Aktiengesellschaft ,Leverkusen, DE,       May 23,1995
"5,622,989",Bayer Aktiengesellschaft ,Leverkusen, DE,       May 23,1995
"5,565,488",Bayer Aktiengesellschaft ,Leverkusen, DE,       May 23,1995
"5,504,213",Bayer Aktiengesellschaft ,Leverkusen, DE,       April 29,1994
"5,246,966",Bayer Aktiengesellschaft ,Leverkusen, DE,       December 30,1991
"5,221,760",Bayer Aktiengesellschaft ,Leverkusen, DE,       June 1,1992
"5,159,097",Bayer Aktiengesellschaft ,Leverkusen, DE,       November 26,1990
"5,041,638",Bayer Aktiengesellschaft ,Leverkusen, DE,       May 9,1989
"7,091,284",Bayer AG ,Leverkusen, DE,       August 21,2001
"7,091,284",Bayer Inc.,Sarnia, CA,       August 21,2001
"4,014,846",BASF Wyandotte Corporation ,Wyandotte, MI,29-Apr,1974
"RE29,014",BASF Wyandotte Corporation ,Wyandotte, MI,       August 25,1975
"3,966,521",BASF Wyandotte Corporation ,Wyandotte, MI,       June 16,1975
"3,931,450",BASF Wyandotte Corporation ,Wyandotte, MI,       October 10,1974
"3,931,092",BASF Wyandotte Corporation ,Wyandotte, MI,       April 29,1974
"7,935,279",BASF SE ,Ludwigshafen, DE,       April 13,2010
"7,736,546",BASF SE ,Ludwigshafen, DE,       January 30,2008
"7,906,461",BASF SE ,Ludwigshafen, DE,       April 13,2010
"6,835,759",BASF Corporation ,Southfield, MI,       August 28,2001
"4,803,240",BASF Corporation ,Parsippany, NJ,       December 7,1987
"5,414,193",BASF Corporation ,Mount Olive, NJ,       February 28,1994
"6,441,219",BASF Corporation ,Mount Olive, NJ,       October 30,2000
"7,704,486",BASF Corporation ,Florham Park, NJ,       February 16,2005
"8,343,885",BASF Corporation ,Florham Park, NJ,       December 21,2010
"7,960,307",BASF Corporation ,Florham Park, NJ,       March 6,2007
"8,895,468",BASF Corporation ,Florham Park, NJ,20-Sep,2011
"8,835,347",BASF Corporation ,Florham Park, NJ,05-Jun,2009
"8,449,762",BASF Corporation ,Florham Park, NJ,23-Feb,2011
"9,254,476",BASF Corporation ,Florham Park, NJ,27-Oct,2014
"7,357,911",BASF Catalysts LLC ,Florham Park, NJ,       December 16,2005
"4,889,670",BASF Aktiengesellschaft ,Ludwigshafen, DE,       March 1,1988
"4,921,892",BASF Aktiengesellschaft ,Ludwigshafen, DE,       September 30,1987
"6,559,336",BASF Aktiengesellschaft ,Ludwigshafen, DE,       October 12,2001
"6,506,800",BASF Aktiengesellschaft ,Ludwigshafen, DE,       September 12,2001
"4,968,460",BASF Aktiengesellschaft ,DE,DE,       March 7,1986
"9,120,683",Ballard Power Systems Inc.,Burnaby, CA,08-Feb,2010
"8,500,989","Avivid Water Technology, LLC ",Windsor, CO,02-Jul,2009
"8,202,863",Aventis Pharmaceuticals Inc.,Bridgewater, NJ,       April 4,2008
"9,663,600",Audi AG ,Ingolstadt, DE,21-Dec,2012
"9,663,600",Toyota Jidosha Kabushiki Kaisha ,Toyota-Shi, JP,21-Dec,2012
"9,663,600",The Board of Trustees of the University of Alabama ,Tuscaloosa, AL,21-Dec,2012
"9,923,224",Audi AG ,Ingolstadt, DE,21-Dec,2012
"9,923,224",Toyota Jidosha Kabushiki Kaisha ,Toyota-Shi, JP,21-Dec,2012
"9,991,521",Audi AG ,Ingolstadt, DE,23-Apr,2012
"9,923,223",Audi AG ,Ingolstadt, DE,21-Dec,2012
"4,107,207",Atomic Energy of Canada Limited ,Ottawa, CA,       August 1,1977
"5,086,098","Atochem North America, Inc.",Philadelphia, PA,       December 3,1990
"4,999,391","Atochem North America, Inc.",Philadelphia, PA,       December 15,1989
"5,043,374","Atochem North America, Inc.",Philadelphia, PA,       November 6,1989
"4,522,934",Atlantic Richfield Company ,Los Angeles, CA,       February 22,1983
"4,317,801",Atlantic Richfield Company ,Los Angeles, CA,       January 21,1981
"4,315,896",Atlantic Richfield Company ,Los Angeles, CA,       January 21,1981
"4,607,122",Atlantic Richfield Company ,Los Angeles, CA,       April 27,1981
"4,558,154",Atlantic Richfield Company ,Los Angeles, CA,       April 27,1981
"7,947,691","Athersys, Inc.",Cleveland, OH,       July 20,2005
"4,479,922","AT&T Technologies, Inc.",New York, NY,       April 4,1983
"4,539,226","AT&T Technologies, Inc.",New York, NY,       March 2,1984
"4,533,378","AT&T Technologies, Inc.",New York, NY,28-May,1982
"4,450,333","AT&T Technologies, Inc.",New York, NY,       May 28,1982
"4,638,401","AT&T Technologies, Inc.",Berkeley Heights, NJ,       January 10,1986
"4,638,401","Bell Telephone Laboratories, Inc.",Murray Hill, NJ,       January 10,1986
"4,600,967","AT&T Technologies, Inc.",Berkeley Heights, NJ,       October 21,1985
"4,600,967","Bell Telephone Laboratories, Inc.",Murray Hill, NJ,       October 21,1985
"4,637,989","AT&T Technologies, Inc.",Berkeley Heights, NJ,       March 29,1985
"4,637,989",Bell Telephone Laboratories ,Murray Hill, NJ,       March 29,1985
"4,608,473","AT&T Technologies, Inc.",Berkeley Heights, NJ,29-Apr,1985
"4,594,088","AT&T Technologies, Inc.",Berkeley Heights, NJ,       May 28,1985
"5,316,562",AT&T Bell Laboratories ,Murray Hill, NJ,       July 6,1992
"5,228,893",AT&T Bell Laboratories ,Murray Hill, NJ,       November 27,1991
"4,957,526",AT&T Bell Laboratories ,Murray Hill, NJ,       June 2,1989
"4,279,806",Associated Lead Inc.,Philadelphia, PA,       August 8,1979
"4,287,118",Associated Lead Inc.,Philadelphia, PA,       September 19,1979
"9,834,618",ARLANXEO Deutschland GmbH ,Dormagen, DE,23-Jan,2015
"9,644,041",ARLANXEO Deutschland GmbH ,Dormagen, DE,18-May,2012
"10,017,588",ARLANXEO Deutschland GmbH ,Dormagen, DE,26-Feb,2015
"10,040,873",ARLANXEO Canada Inc.,Sarnia, CA,19-Dec,2013
"10,077,326",ARLANXEO Canada Inc.,Sarnia, CA,28-Apr,2015
"6,803,035",Arkion Life Sciences ,Wilmington, DE,       January 22,2002
"8,747,664","Applica Cosumer Products, Inc.",Miramar, FL,13-Nov,2007
"4,360,624","Anzon America, Inc.",Freehold, NJ,       February 13,1981
"7,229,739",Anocoil Corporation ,Rockville, CT,       May 25,2005
"4,812,511",Amoco Corporation ,Chicago, IL,       December 14,1987
"9,937,165","Amicus Therapeutics, Inc.",Cranbury, NJ,06-May,2016
"9,937,165",Universite de Montreal ,Montreal, CA,06-May,2016
"9,545,397","AMICUS THERAPEUTICS, INC.",Cranbury, NJ,05-Jun,2015
"9,516,890","AMICUS THERAPEUTICS, INC.",Cranbury, NJ,05-Jun,2015
"9,297,048","AMICUS THERAPEUTICS, INC.",Cranbury, NJ,13-Dec,2013
"9,095,584","AMICUS THERAPEUTICS, INC.",Cranbury, NJ,15-Oct,2013
"9,090,911","AMICUS THERAPEUTICS, INC.",Cranbury, NJ,15-Oct,2013
"8,993,525","Amicus Therapeutics, Inc.",Cranbury, NJ,14-Oct,2011
"8,956,814","Amicus Therapeutics, Inc.",Cranbury, NJ,14-Oct,2011
"9,381,194","Amicus Therapeutics, Inc.",Cranbury, NJ,03-Aug,2009
"8,604,206","Amicus Therapeutics, Inc.",Cranbury, NJ,05-Oct,2010
"8,604,057","Amicus Therapeutics, Inc.",Cranbury, NJ,05-Oct,2010
"8,940,766","Amicus Therapeutics, Inc.",Cranbury, NJ,09-Apr,2010
"8,932,832","Amicus Therapeutics, Inc.",Cranbury, NJ,09-Apr,2010
"8,592,362","Amicus Therapeutics, Inc.",Cranbury, NJ,12-Aug,2010
"9,867,862","Amicus Therapeutics, Inc.",Cranbury, NJ,23-Feb,2015
"9,409,862","Amicus Therapeutics, Inc.",Cranbury, NJ,19-Nov,2013
"10,035,766","Amicus Therapeutics, Inc.",Cranbury, NJ,19-Nov,2013
"9,598,438","Amicus Therapeutics, Inc.",Cranbury, NJ,12-Feb,2015
"9,970,060","Amicus Therapeutics, Inc.",Cranbury, NJ,24-Jun,2016
"9,357,798","Amicus Therapeutics, Inc.",Cranbury, NJ,07-Mar,2013
"6,664,058",Amersham Biosciences UK Limited ,Buckinghanshire, GB,       July 3,2001
"6,664,058",Medical Research Council Laboratories of Molecular Biology ,Cambridge, GB,       July 3,2001
"6,653,101",Amersham Biosciences UK Limited ,Buckinghanshire, GB,       July 3,2001
"6,653,101",Medical Research Council Laboratories of Molecular Biology ,Cambridge, GB,       July 3,2001
"4,952,226",American Telephone and Telegraph Company ,New York, NY,       February 27,1989
"4,915,716",American Telephone and Telegraph Company ,New York, NY,       June 3,1988
"4,914,243",American Home Products Corporation ,New York, NY,       April 27,1989
"4,866,197",American Home Products Corporation ,New York, NY,       December 23,1987
"6,391,902",American Home Products Corporation ,Madison, NJ,       June 25,2001
"6,288,099",American Home Products Corporation ,Madison, NJ,       December 3,1999
"5,723,464",American Home Products Corporation ,Madison, NJ,       June 2,1995
"5,625,082",American Home Products Corporation ,Madison, NJ,       November 3,1994
"6,787,319",American Home Products Corp.,Madison, NJ,       May 9,2001
"10,238,991",AMERICAN FELT & FILTER COMPANY ,New Windsor, NY,25-Jul,2014
"6,156,700",American Cyanmid Company ,Madison, NJ,       September 14,1998
"5,691,196",American Cyanamid Company ,Wayne, NJ,       December 31,1992
"5,492,925",American Cyanamid Company ,Wayne, NJ,       August 31,1993
"5,484,717",American Cyanamid Company ,Wayne, NJ,       May 1,1995
"5,453,415",American Cyanamid Company ,Wayne, NJ,       March 10,1994
"5,426,108",American Cyanamid Company ,Wayne, NJ,       November 10,1993
"5,420,291",American Cyanamid Company ,Wayne, NJ,       September 20,1994
"5,391,757",American Cyanamid Company ,Wayne, NJ,       May 9,1994
"5,380,876",American Cyanamid Company ,Wayne, NJ,       November 22,1993
"5,362,746",American Cyanamid Company ,Wayne, NJ,       November 23,1992
"5,359,090",American Cyanamid Company ,Wayne, NJ,       December 29,1993
"5,338,883",American Cyanamid Company ,Wayne, NJ,       July 6,1993
"5,334,576",American Cyanamid Company ,Wayne, NJ,       March 23,1992
"5,300,479",American Cyanamid Company ,Wayne, NJ,       April 27,1992
"5,288,901",American Cyanamid Company ,Wayne, NJ,       April 8,1992
"5,283,335",American Cyanamid Company ,Wayne, NJ,       March 10,1992
"5,691,186",American Cyanamid Company ,Wayne, NJ,       December 31,1992
"5,326,885",American Cyanamid Company ,Wayne, NJ,       November 10,1993
"5,252,539",American Cyanamid Company ,Stamford, CT,       March 23,1992
"5,252,538",American Cyanamid Company ,Stamford, CT,       January 16,1990
"5,227,491",American Cyanamid Company ,Stamford, CT,       March 10,1992
"5,194,630",American Cyanamid Company ,Stamford, CT,       December 26,1990
"5,180,419",American Cyanamid Company ,Stamford, CT,       November 22,1991
"5,151,536",American Cyanamid Company ,Stamford, CT,       December 17,1990
"5,144,041",American Cyanamid Company ,Stamford, CT,       March 20,1992
"5,120,854",American Cyanamid Company ,Stamford, CT,       November 13,1990
"5,118,816",American Cyanamid Company ,Stamford, CT,       December 26,1990
"5,108,485",American Cyanamid Company ,Stamford, CT,       August 31,1990
"5,103,009",American Cyanamid Company ,Stamford, CT,       June 14,1991
"5,034,532",American Cyanamid Company ,Stamford, CT,       July 16,1990
"4,992,094",American Cyanamid Company ,Stamford, CT,       October 5,1989
"4,959,476",American Cyanamid Company ,Stamford, CT,       June 30,1989
"4,925,944",American Cyanamid Company ,Stamford, CT,       March 21,1989
"4,910,327",American Cyanamid Company ,Stamford, CT,       March 27,1989
"4,883,914",American Cyanamid Company ,Stamford, CT,       July 7,1988
"4,863,959",American Cyanamid Company ,Stamford, CT,       September 24,1986
"4,861,887",American Cyanamid Company ,Stamford, CT,       January 27,1988
"4,843,162",American Cyanamid Company ,Stamford, CT,       February 21,1987
"4,723,011",American Cyanamid Company ,Stamford, CT,       October 28,1985
"4,658,030",American Cyanamid Company ,Stamford, CT,       April 11,1985
"4,656,283",American Cyanamid Company ,Stamford, CT,       February 4,1985
"4,614,746",American Cyanamid Company ,Stamford, CT,       March 21,1985
"4,518,780",American Cyanamid Company ,Stamford, CT,       May 5,1983
"4,461,914",American Cyanamid Company ,Stamford, CT,       February 1,1983
"4,459,408",American Cyanamid Company ,Stamford, CT,       May 25,1982
"4,377,531",American Cyanamid Company ,Stamford, CT,       October 7,1981
"4,087,612",American Cyanamid Company ,Stamford, CT,       December 16,1976
"4,021,227",American Cyanamid Company ,Stamford, CT,       October 20,1975
"5,726,126",American Cyanamid Company ,Parsippany, NJ,       November 26,1996
"6,294,676",American Cyanamid Company ,NJ,NJ,       December 15,1999
"6,294,676","Idemitsu Kosan Co., Ltd.",JP,JP,       December 15,1999
"6,008,402",American Cyanamid Company ,NJ,NJ,       October 7,1998
"6,008,402","Idemitsu Kosan Co., Ltd.",JP,JP,       October 7,1998
"4,359,580",American Cyanamid Company ,N/A,N/A,       February 12,1981
"5,897,867",American Cyanamid Company ,Madison, NJ,       May 22,1995
"5,895,655",American Cyanamid Company ,Madison, NJ,       May 22,1995
"5,892,050",American Cyanamid Company ,Madison, NJ,28-Jan,1998
"5,885,587",American Cyanamid Company ,Madison, NJ,       May 22,1995
"5,885,586",American Cyanamid Company ,Madison, NJ,       May 22,1995
"5,714,595",American Cyanamid Company ,Madison, NJ,       June 6,1995
"5,700,682",American Cyanamid Company ,Madison, NJ,       June 6,1995
"5,700,650",American Cyanamid Company ,Madison, NJ,       June 6,1995
"5,622,913",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,599,773",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,599,772",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,571,773",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,563,113",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,536,839",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,536,660",American Cyanamid Company ,Madison, NJ,       May 1,1995
"5,534,485",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,534,484",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,534,483",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,532,207",American Cyanamid Company ,Madison, NJ,       June 2,1995
"5,523,279",American Cyanamid Company ,Madison, NJ,       May 24,1995
"5,516,751",American Cyanamid Company ,Madison, NJ,       May 24,1995
"5,510,319",American Cyanamid Company ,Madison, NJ,       September 20,1993
"6,288,011",American Cyanamid Co.,Madison, NJ,       November 11,1998
"5,565,412",American Cyanamid Co.,Madison, NJ,       June 2,1995
"5,565,411",American Cyanamid Co.,Madison, NJ,       June 2,1995
"5,554,579",American Cyanamid Co.,Madison, NJ,       June 2,1995
"5,536,702",American Cyanamid Co.,Madison, NJ,       June 2,1995
"4,306,953",American Can Company ,Greenwich, CT,       November 5,1979
"4,287,228",American Can Company ,Greenwich, CT,       February 20,1980
"4,250,203",American Can Company ,Greenwich, CT,       August 30,1979
"4,210,449",American Can Company ,Greenwich, CT,       February 4,1975
"4,100,321",American Can Company ,Greenwich, CT,       May 26,1976
"4,091,194",American Can Company ,Greenwich, CT,       May 26,1976
"4,080,274",American Can Company ,Greenwich, CT,       June 10,1975
"4,076,536",American Can Company ,Greenwich, CT,       May 26,1976
"4,071,671",American Can Company ,Greenwich, CT,       June 18,1976
"4,054,732",American Can Company ,Greenwich, CT,       May 26,1976
"4,054,455",American Can Company ,Greenwich, CT,       June 18,1976
"3,997,344",American Can Company ,Greenwich, CT,       July 5,1974
"3,951,769",American Can Company ,Greenwich, CT,       March 1,1974
"4,248,918",American Can Company ,Greenwich, CT,       February 20,1980
"5,891,693",Alusuisse Holdings A.G.,Neuhausen am Rheinfall, CH,       January 23,1995
"6,603,059",Alusuisse Holdings A.G.,Neuhausen am Rheinfall, CH,       November 3,2000
"5,866,126",Alusuisse Holdings A.G.,Neuhausen am Rheinfall, CH,       May 16,1995
"5,879,936",Aluguisse Holding A.G.,Neuhausen Am Rheinfall, CH,       June 12,1992
"5,866,359",Aluguisse Holding A.G.,Neuhausen Am Rheinfall, CH,       June 12,1992
"8,110,012",ALSTOM Technology Ltd ,Baden, CH,       July 31,2009
"8,761,943",ALSTOM Technology Ltd ,Baden, CH,27-Jan,2011
"8,562,933",ALSTOM Technology Ltd ,Baden, CH,29-Mar,2010
"8,956,567",ALSTOM Technology Ltd ,Baden, CH,12-May,2014
"10,183,312",Alltemp Products Company Limited ,Pickering," Ontario, CA",02-Apr,2014
"4,226,969",Allied Products Corporation ,Avon, CT,       February 8,1979
"5,578,197",Alberta Oil Sands Technology & Research Authority ,Edmonton, CA,       April 11,1994
"5,102,843",Akzo NV ,Arnhem, NL,       April 16,1991
"5,270,441",Akzo nv ,Arnhem, NL,       July 10,1992
"5,723,574",Akzo Nobel NV ,NL,NL,       October 31,1991
"5,567,801",Akzo Nobel NV ,Arnhem, NL,08-Dec,1994
"5,565,546",Akzo Nobel NV ,Arnhem, NL,       May 5,1995
"5,506,338",Akzo Nobel NV ,Arnhem, NL,       June 6,1995
"5,703,201",Akzo Nobel nv ,Arnhem, NL,       October 10,1995
"5,494,998",Akzo Nobel N.V.,Arnhem, NL,       November 14,1994
"5,440,010",Akzo Nobel N.V.,Arnhem, NL,       June 27,1994
"5,412,070",Akzo Nobel N.V.,Arnhem, NL,       July 22,1993
"5,384,393",Akzo Nobel N.V.,Arnhem, NL,       April 29,1994
"5,331,083",Akzo Nobel N.V.,Arnhem, NL,       July 22,1993
"5,523,385",Akzo Nobel N. V.,Arnhem, NL,       June 6,1995
"5,231,164",Akzo N.V.,Arnhem, NL,       February 26,1992
"9,662,327","AGIOS PHARMACEUTICALS, INC ",Cambridge, MA,18-Jun,2012
"5,021,221","Aero Chem Research Lab., Inc.",Princeton, NJ,       December 4,1986
"6,905,857","Advanced Medicine East, Inc.",South San Francisco, CA,       August 17,1999
"7,671,052",Adolor Corporation ,Exton, PA,       October 3,2005
"7,297,796",Adolor Corporation ,Exton, PA,       October 13,2005
"8,183,263","Achillion Pharmaceuticals, Inc.",New Haven, CT,       May 22,2008
