Label,City,Country,Patent Category,Regions,Types of Actors,Country,Degree_normalized,Degree,Clossness_normalized,Closeness,Betweenness,Betweenness_normalized
 Motupally; Sathya ,Milford,CT,Innovator,external,individual,outside,0.000194212,1,0.000454368,8.82E-08,0,0
" Moulthrop, Jr.; Lawrence C.",Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454354,8.82E-08,0,0
 Moulthrop; Lawrence Clinton ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000454354,8.82E-08,0,0
 Moussy; Francis ,Farmington,CT,Innovator,external,individual,outside,0.000194212,1,0.000195083,3.79E-08,0,0
 Moye-Sherman; Destardi ,Newburgh,NY,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Moynihan; Cornelius T.,Watervliet,NY,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Mracek; Jaroslav ,Lawrence Township,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454256,8.82E-08,0,0
 Mudryk; Bogdan ,Sewell,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Mueller; James P.,Cranbury,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045481,8.83E-08,0,0
 Mueller; Wolfgang H.,Neuallschwil,CH,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Mulder; Alart ,Delden,NL,Innovator,external,individual,outside,0.000194212,1,0.000195122,3.79E-08,0,0
 Mulder; Thomas ,Leverkusen,DE,Innovator,external,individual,outside,0.000194212,1,0.000454336,8.82E-08,0,0
" Muldrow, Jr.; Charles N.",Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194212,3.77E-08,0,0
 Muller; George W.,Rancho Santa Fe,CA,Innovator,external,individual,within,0.000194212,1,0.000194363,3.77E-08,0,0
 Mumford; Richard A.,Red Bank,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Mungovan; John P.,Simsbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000196001,3.81E-08,0,0
 Munnelly; Heidi ,Windsor,CO,Innovator,internal,individual,outside,0.000194212,1,0.000194932,3.79E-08,0,0
 Munnelly; Heidi M.,Windsor,CO,Innovator,internal,individual,outside,0.000194212,1,0.000194931,3.79E-08,0,0
 Munson; Harry Randall ,Annandale,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196848,3.82E-08,0,0
 Murdoch; Karen E.,Manchester,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Murphy; James ,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000196116,3.81E-08,0,0
 Murphy; John R.,Trenton,MI,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Murray; Donald W.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Murray; James G.,East Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Murtaugh; Norman C.,Clearwater,CA,Innovator,external,individual,within,0.000194212,1,0.000454762,8.83E-08,0,0
 Murugesan; Saravanababu ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Muruska; H.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Mussari; Christopher P.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Myers; Dennis L.,Newtown,PA,Innovator,external,individual,outside,0.000194212,1,0.000454496,8.83E-08,0,0
 Myers; Michael C.,Newtown,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Nadler; Steven G.,Boothwyn,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Nagy; Edward J.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Nagy; Edward John ,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Naik-Satam; Prakash ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194742,3.78E-08,0,0
 Nair; Anilkumar Gopinadhan ,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Nair; Shantikumar V.,Sunderland,MA,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Najjar; Mitri S.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194477,3.78E-08,0,0
 Nakos; Steven T.,Andover,CT,Innovator,external,individual,outside,0.000194212,1,0.000195771,3.80E-08,0,0
 Nalette; Timothy A.,West Stafford,CT,Innovator,external,individual,outside,0.000194212,1,0.000454357,8.82E-08,0,0
 Namespetra; Justin L.,Essex,CA,Innovator,external,individual,within,0.000194212,1,0.000194515,3.78E-08,0,0
 Nangrani; Khemchand ,Arlington,TX,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Napier; Susan Elizabeth ,Newhouse,GB,Innovator,external,individual,outside,0.000194212,1,0.00045475,8.83E-08,0,0
 Napolitano; Lisa Ann ,Montvale,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194818,3.78E-08,0,0
 Nargund; Ravi P.,East Brunswick,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Nasser; Noah ,San Marcos,CA,Innovator,external,individual,within,0.000194212,1,0.000194326,3.77E-08,0,0
 Nazareth; Albert R.,Mercerville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Neal; Arthur H.,Baton Rouge,LA,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Neas; Edwin D.,Nunn,CO,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 Neelamkavil; Santhosh F.,Edison,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Neels; James ,Newtown,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Neirinckx; Rudi D.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454497,8.83E-08,0,0
 Nelson; Hugh W.,West Hartford,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Nelson; James Albert ,Washington Crossing,PA,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Nelson; Todd D.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454671,8.83E-08,0,0
 Nesbitt; Crystal A.,Bridgewater,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Neumann; Daniel L.,Waukegan,IL,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Neyraval; Philippe ,Trenton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000453811,8.81E-08,0,0
 Ng; Man Kit ,Basking Ridge,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
 Ng; Norman H.,Mississauga,CA,Innovator,external,individual,within,0.000194212,1,0.000454479,8.83E-08,0,0
 Ngu; Khehyong ,Pennington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Nguyen; Hien ,Wuppertal,DE,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Nguyen; Hoa N.,Dayton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Nielsch; Ulrich ,Wuppertal,DE,Innovator,external,individual,outside,0.000194212,1,0.0004545,8.83E-08,0,0
 Nielsen; Jens ,Charlottenlund,DK,Innovator,external,individual,outside,0.000194212,1,0.000194666,3.78E-08,0,0
 Nielsen; Paul D.,Bluffdale,UT,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Nirchio; Peter C.,Lebanon,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Nirschl; Alexandra ,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Nirschl; Alexandra A.,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Niu; Chuan S.,Cheshire,CT,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Nofal; Abb A.,Tulsa,OK,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Noolandi; Jaan ,Palo Alto,CA,Innovator,external,individual,within,0.000194212,1,0.000194401,3.78E-08,0,0
 Noone; Robert E.,Neshanic Station,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045458,8.83E-08,0,0
 Norris; Derek J.,Pennington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Norris; Donald J.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454762,8.83E-08,0,0
 Norris; Robert D.,Cranbury,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454721,8.83E-08,0,0
 Norton; James H.,Corunna,CA,Innovator,external,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Novak; Lisa ,Miami,FL,Innovator,external,individual,outside,0.000194212,1,0.00019497,3.79E-08,0,0
 Novikov; Dmitri ,Avon,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Novotny; Donald S.,Windsor,VT,Innovator,internal,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Novotny; Vlad J.,Cupertino,CA,Innovator,external,individual,within,0.000194212,1,0.000196193,3.81E-08,0,0
 Nukavarapu; Syam Prasad ,New Britain,CT,Innovator,external,individual,outside,0.000194212,1,0.000195083,3.79E-08,0,0
 Numata; Keiichi ,Wallingford,CT,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Nyakana; Sarah Kyakyo Kanyunyuzi ,Windsor,GB,Innovator,internal,individual,outside,0.000194212,1,0.000453811,8.81E-08,0,0
 Nye; Thomas E.,Palmerton,PA,Innovator,external,individual,outside,0.000194212,1,0.000196193,3.81E-08,0,0
 Nywening; William ,Wyoming,CA,Innovator,external,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 O'Amaddio; Eugene R.,Enfield,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 O'Bara; Joseph T.,Parsippany,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454399,8.83E-08,0,0
 O'Connor; Daniel P.,Poughkeepsie,NY,Innovator,external,individual,outside,0.000194212,1,0.000196193,3.81E-08,0,0
 O'Connor; Kevin ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 O'Donnell; Ryan F.,Brighton,MI,Innovator,external,individual,outside,0.000194212,1,0.000454739,8.83E-08,0,0
 O'Halloran; David ,Milltown,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194326,3.77E-08,0,0
 O'keefe; Christian V.,Durham,CT,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 O'Neil; Steven V.,Newtown,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 O'Neill; James K.,Tolland,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 O'Rourke; Mary ,Bensalem,PA,Innovator,external,individual,outside,0.000194212,1,0.000454273,8.82E-08,0,0
 Obee; Timothy N.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00045436,8.82E-08,0,0
 Ober; Christopher K.,Oakville,CA,Innovator,external,individual,within,0.000194212,1,0.000194439,3.78E-08,0,0
 Oberholzer; Matthew ,Wilmington,DE,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Odar; Joseph ,South Euclid,OH,Innovator,external,individual,outside,0.000194212,1,0.000454713,8.83E-08,0,0
 Odegaard; Shayna ,London,CA,Innovator,external,individual,within,0.000194212,1,0.000454566,8.83E-08,0,0
 Ogawa; Anthony ,New Providence,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Ogawa; Anthony K.,New Providence,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Ohhlmeyer; Michael ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045475,8.83E-08,0,0
 Ohkanda; Junko ,Osaka,JP,Innovator,external,individual,outside,0.000194212,1,0.000194666,3.78E-08,0,0
 Ohlmeyer; Michael H. J.,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045481,8.83E-08,0,0
 Okuniewicz; Francis J.,Somerset,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Olbrich; Armin ,Seesen,DE,Innovator,external,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Oliver; Simon Paul ,Bromborough,GB,Innovator,external,individual,outside,0.000194212,1,0.000195198,3.79E-08,0,0
 Olivero; Alan G.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.00019577,3.80E-08,0,0
 Olsen; Ronald H.,Ann Arbour,MI,Innovator,external,individual,outside,0.000194212,1,0.000454713,8.83E-08,0,0
 Ondetti; Miguel A.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454497,8.83E-08,0,0
 Ondetti; Miguel Angel ,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454497,8.83E-08,0,0
 Ondetti; Miquel A.,Princeton,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454497,8.83E-08,0,0
 Ong; S.,Warren,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454581,8.83E-08,0,0
 Ong; Shih-May Christine ,Warren,NJ,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Onyshkevych; Lubomyr S.,Lawrenceville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000196848,3.82E-08,0,0
 Opalka; Susanne Marie ,Glastonbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000454368,8.82E-08,0,0
 Opalko; Albert ,Maidenhead,GB,Innovator,external,individual,outside,0.000194212,1,0.000454662,8.83E-08,0,0
 Orella; Charles ,Whitehouse Station,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454671,8.83E-08,0,0
 Orkin; Stanley S.,Rockville,CT,Innovator,external,individual,outside,0.000194212,1,0.000194288,3.77E-08,0,0
 Orr; Cecilia A.,Clark,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Ortiz Gomez; Aaron ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454359,8.82E-08,0,0
 Ortiz-Gomez; Aaron ,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454359,8.82E-08,0,0
 Orwat; Michael J.,New Hope,PA,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Osborn; Peter G.,Bourne End,GB2,Innovator,external,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Osborne; Alexandra ,Morrisville,PA,Innovator,external,individual,outside,0.000194212,1,0.000454273,8.82E-08,0,0
 Osipov; Maksim ,Belmont,CA,Innovator,external,individual,within,0.000194212,1,0.000454487,8.83E-08,0,0
 Osmond; Desmond W. J.,Windsor,GB2,Innovator,internal,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Osmond; Desmond Wilfred John ,Windsor,EN,Innovator,internal,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Osmond; Desmond Wilfrid John ,Windsor,EN,Innovator,internal,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Ostrov; Anatoly A.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Ostrowicki; Andreas B.,Cologne,DE,Innovator,external,individual,outside,0.000194212,1,0.000454498,8.83E-08,0,0
 Osuma; Augustine Tobi ,Canton,MI,Innovator,external,individual,outside,0.000194212,1,0.000194856,3.78E-08,0,0
 Osuna; Jose A.,San Diego,CA,Innovator,external,individual,within,0.000194212,1,0.000196078,3.81E-08,0,0
 Oswald; Thomas ,Fort Saskatchewan,CA,Innovator,external,individual,within,0.000194212,1,0.00019716,3.83E-08,0,0
" Oswitch, deceased; Stanley ",Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.000454479,8.83E-08,0,0
 Ott; Gregory R.,Media,PA,Innovator,external,individual,outside,0.000194212,1,0.00045468,8.83E-08,0,0
 Otto; Jack F.,Ewing Township,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194894,3.79E-08,0,0
 Otto; Michael J.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Outhwaite; Alan C.,Wakefield,GB,Innovator,external,individual,outside,0.000194212,1,0.000195198,3.79E-08,0,0
 Ouyang; Honghai ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194288,3.77E-08,0,0
 Overman; Dana C.,Pleasant Hill,CA,Innovator,external,individual,within,0.000194212,1,0.00019716,3.83E-08,0,0
 Ozum; Baki ,Edmonton,CA,Innovator,external,individual,within,0.000194212,1,0.000195083,3.79E-08,0,0
 Pace; Marvin M.,DeForest,WI,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Paek; Un C.,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000454021,8.82E-08,0,0
 Paik; Chi-Hum ,Manchester,CT,Innovator,external,individual,outside,0.000194212,1,0.000454368,8.82E-08,0,0
 Painter; Benjamin ,Gaffney,SC,Innovator,external,individual,outside,0.000194212,1,0.00019425,3.77E-08,0,0
 Pak; Charles ,Plainsboro,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194439,3.78E-08,0,0
 Pal; Jack M.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00019716,3.83E-08,0,0
 Palermo; Robert ,Seattle,WA,Innovator,external,individual,outside,0.000194212,1,0.000454822,8.83E-08,0,0
 Palin; Ronald ,Newhouse,GB,Innovator,external,individual,outside,0.000194212,1,0.000454749,8.83E-08,0,0
 Paliwal; Sunil ,Kenilworth,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454838,8.83E-08,0,0
 Palkes; Mark ,Glastonbury,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Pallanck; Robert G.,Windsor,CT,Innovator,internal,individual,outside,0.000194212,1,0.000194515,3.78E-08,0,0
 Palluel; August L. L.,Windsor,GB,Innovator,internal,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Palluel; Auguste L.,Windsor,GB2,Innovator,internal,individual,outside,0.000194212,1,0.000195618,3.80E-08,0,0
 Palmer; David N.,Tolland,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Palmer; David Nelson ,Tolland,CT,Innovator,external,individual,outside,0.000194212,1,0.000198215,3.85E-08,0,0
 Panaggio; Andrea ,Cranbury,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Pandey; Anjali ,Bangalore,IN,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Pandey; Niranjan B.,White Marsh,MD,Innovator,external,individual,outside,0.000194212,1,0.000194363,3.77E-08,0,0
 Panzera; Carlino ,Belle Mead,NJ,Innovator,external,individual,outside,0.000194212,1,0.000194742,3.78E-08,0,0
 Papke; Brian L.,Wappingers Falls,NY,Innovator,external,individual,outside,0.000194212,1,0.000194477,3.78E-08,0,0
 Paradkar; Vidyadhar ,Sommerville,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454894,8.83E-08,0,0
 Parekh; Girish G.,Libertyville,IL,Innovator,external,individual,outside,0.000194212,1,0.000196078,3.81E-08,0,0
 Parente; William J.,Burlington,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
" Parenti, Jr.; Edmund K.",Manchester,CT,Innovator,external,individual,outside,0.000194212,1,0.000454369,8.82E-08,0,0
 Park; Ericka ,Cherry Hill,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454273,8.82E-08,0,0
 Park; Kwang-Yol ,Boryung-shi,KR,Innovator,external,individual,outside,0.000194212,1,0.000194401,3.78E-08,0,0
 Parker; W.,Pennington,NJ,Innovator,external,individual,outside,0.000194212,1,0.000454497,8.83E-08,0,0
 Parkhurst; Brandon ,Holland,MI,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Parkos; Joseph ,East Haddam,CT,Innovator,external,individual,outside,0.000194212,1,0.00045459,8.83E-08,0,0
 Pasternak; Israel S.,Sarnia,CA,Innovator,internal,individual,within,0.000194212,1,0.00045458,8.83E-08,0,0
 Pastor; Fabienne ,Meriel,FR,Innovator,external,individual,outside,0.000194212,1,0.000453811,8.81E-08,0,0
 Pasunoori; Laxman ,Warangal,IN,Innovator,external,individual,outside,0.000194212,1,0.000454722,8.83E-08,0,0
 Patch; Raymond ,Yardley,PA,Innovator,external,individual,outside,0.000194212,1,0.000454607,8.83E-08,0,0
 Patel; Jayanti ,Fort Collins,CO,Innovator,external,individual,outside,0.000194212,1,0.000194932,3.79E-08,0,0
 Patel; Kaushik ,Windsor,CA,Innovator,internal,individual,within,0.000194212,1,0.000194628,3.78E-08,0,0
